sample	origin_id	id	well	concentration	rain_event	Env	soil_history	SourceSink	soil_layer	soil_event	sample_type	experiment_day	manure_and_control_soil
S_176	A169CoNtR6_S408_L001_MINLEN-MAXLEN.q25_fixlized.fa	A169CoNtR6	B12	10	R6	water	Nt	sink	x	x	sc_samples	108	no
S_177	A170CoNtR6_S418_L001_MINLEN-MAXLEN.q25_fixlized.fa	A170CoNtR6	C10	9.3728	R6	water	Nt	sink	x	x	sc_samples	108	no
S_178	A171CoNtR6_S419_L001_MINLEN-MAXLEN.q25_fixlized.fa	A171CoNtR6	C11	9.3728	R6	water	Nt	sink	x	x	sc_samples	108	no
S_179	A172CoNtR6_S420_L001_MINLEN-MAXLEN.q25_fixlized.fa	A172CoNtR6	C12	7.25281	R6	water	Nt	sink	x	x	sc_samples	108	no
S_18	A011CoCpR1_S327_L001_MINLEN-MAXLEN.q25_fixlized.fa	A011CoCpR1	D3	10	R1	water	Cp	sink	x	x	sc_samples	10	no
S_180	A173CoNtR6_S430_L001_MINLEN-MAXLEN.q25_fixlized.fa	A173CoNtR6	D10	4.5046	R6	water	Nt	sink	x	x	sc_samples	108	no
S_181	A174CoNtR6_S431_L001_MINLEN-MAXLEN.q25_fixlized.fa	A174CoNtR6	D11	8.5648	R6	water	Nt	sink	x	x	sc_samples	108	no
S_182	A175CoNtR6_S432_L001_MINLEN-MAXLEN.q25_fixlized.fa	A175CoNtR6	D12	5.57116	R6	water	Nt	sink	x	x	sc_samples	108	no
S_183	A176CoCpR6_S442_L001_MINLEN-MAXLEN.q25_fixlized.fa	A176CoCpR6	E10	7.7568	R6	water	Cp	sink	x	x	sc_samples	108	no
S_184	A177CoCpR6_S443_L001_MINLEN-MAXLEN.q25_fixlized.fa	A177CoCpR6	E11	10	R6	water	Cp	sink	x	x	sc_samples	108	no
S_185	A178CoCpR6_S444_L001_MINLEN-MAXLEN.q25_fixlized.fa	A178CoCpR6	E12	6.04081	R6	water	Cp	sink	x	x	sc_samples	108	no
S_186	A179CoCpR6_S454_L001_MINLEN-MAXLEN.q25_fixlized.fa	A179CoCpR6	F10	9.191	R6	water	Cp	sink	x	x	sc_samples	108	no
S_187	A180CoCpR6_S455_L001_MINLEN-MAXLEN.q25_fixlized.fa	A180CoCpR6	F11	10	R6	water	Cp	sink	x	x	sc_samples	108	no
S_188	A181CoCpR6_S456_L001_MINLEN-MAXLEN.q25_fixlized.fa	A181CoCpR6	F12	7.23766	R6	water	Cp	sink	x	x	sc_samples	108	no
S_189	A182CoCpR6_S466_L001_MINLEN-MAXLEN.q25_fixlized.fa	A182CoCpR6	G10	3.0098	R6	water	Cp	sink	x	x	sc_samples	108	no
S_19	A012CoCpR1_S337_L001_MINLEN-MAXLEN.q25_fixlized.fa	A012CoCpR1	E1	10	R1	water	Cp	sink	x	x	sc_samples	10	no
S_190	A183CoCpR6_S467_L001_MINLEN-MAXLEN.q25_fixlized.fa	A183CoCpR6	G11	8.8072	R6	water	Cp	sink	x	x	sc_samples	108	no
S_191	A184CoCpR6_S468_L001_MINLEN-MAXLEN.q25_fixlized.fa	A184CoCpR6	G12	6.28321	R6	water	Cp	sink	x	x	sc_samples	108	no
S_192	A185MaNtR6_S479_L001_MINLEN-MAXLEN.q25_fixlized.fa	A185MaNtR6	H11	10	R6	water	Nt	sink	x	x	sc_samples	108	no
S_193	A186MaNtR6_S480_L001_MINLEN-MAXLEN.q25_fixlized.fa	A186MaNtR6	H12	10	R6	water	Nt	sink	x	x	sc_samples	108	no
S_194	A187MaNtR6_S481_L001_MINLEN-MAXLEN.q25_fixlized.fa	A187MaNtR6	A1	10	R6	water	Nt	sink	x	x	sc_samples	108	no
S_195	A188MaNtR6_S482_L001_MINLEN-MAXLEN.q25_fixlized.fa	A188MaNtR6	A2	10	R6	water	Nt	sink	x	x	sc_samples	108	no
S_196	A189MaNtR6_S483_L001_MINLEN-MAXLEN.q25_fixlized.fa	A189MaNtR6	A3	10	R6	water	Nt	sink	x	x	sc_samples	108	no
S_197	A190MaCpR6_S493_L001_MINLEN-MAXLEN.q25_fixlized.fa	A190MaCpR6	B1	6.25291	R6	water	Cp	sink	x	x	sc_samples	108	no
S_198	A191MaCpR6_S494_L001_MINLEN-MAXLEN.q25_fixlized.fa	A191MaCpR6	B2	4.07131	R6	water	Cp	sink	x	x	sc_samples	108	no
S_199	A192MaCpR6_S495_L001_MINLEN-MAXLEN.q25_fixlized.fa	A192MaCpR6	B3	5.25301	R6	water	Cp	sink	x	x	sc_samples	108	no
S_2	3_S511_L001_MINLEN-MAXLEN.q25_fixlized.fa	3_xshwaMaT0_3	C7	10	x	manure	x	source	x	x	hiseq	x	yes
S_20	A013CoCpR1_S338_L001_MINLEN-MAXLEN.q25_fixlized.fa	A013CoCpR1	E2	10	R1	water	Cp	sink	x	x	sc_samples	10	no
S_200	A193MaCpR6_S505_L001_MINLEN-MAXLEN.q25_fixlized.fa	A193MaCpR6	C1	10	R6	water	Cp	sink	x	x	sc_samples	108	no
S_201	A194MaCpR6_S506_L001_MINLEN-MAXLEN.q25_fixlized.fa	A194MaCpR6	C2	10	R6	water	Cp	sink	x	x	sc_samples	108	no
S_202	A195MaCpR6_S507_L001_MINLEN-MAXLEN.q25_fixlized.fa	A195MaCpR6	C3	10	R6	water	Cp	sink	x	x	sc_samples	108	no
S_203	A196MaCpR6_S517_L001_MINLEN-MAXLEN.q25_fixlized.fa	A196MaCpR6	D1	8.72236	R6	water	Cp	sink	x	x	sc_samples	108	no
S_204	A197MaCpR6_S518_L001_MINLEN-MAXLEN.q25_fixlized.fa	A197MaCpR6	D2	7.26796	R6	water	Cp	sink	x	x	sc_samples	108	no
S_205	A198MaCpR6_S519_L001_MINLEN-MAXLEN.q25_fixlized.fa	A198MaCpR6	D3	8.70721	R6	water	Cp	sink	x	x	sc_samples	108	no
S_206	A199CoNtS0T_S1_L001_MINLEN-MAXLEN.q25_fixlized.fa	A199CoNtS0T	A1	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_207	A200CoNtS0T_S2_L001_MINLEN-MAXLEN.q25_fixlized.fa	A200CoNtS0T	A2	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_208	A201CoNtS0B_S13_L001_MINLEN-MAXLEN.q25_fixlized.fa	A201CoNtS0B	B1	3.5855	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_209	A202CoNtS0B_S14_L001_MINLEN-MAXLEN.q25_fixlized.fa	A202CoNtS0B	B2	3.8279	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_21	A014CoCpR1_S339_L001_MINLEN-MAXLEN.q25_fixlized.fa	A014CoCpR1	E3	10	R1	water	Cp	sink	x	x	sc_samples	10	no
S_210	A203CoNtS0T_S25_L001_MINLEN-MAXLEN.q25_fixlized.fa	A203CoNtS0T	C1	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_211	A204CoNtS0T_S26_L001_MINLEN-MAXLEN.q25_fixlized.fa	A204CoNtS0T	C2	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_212	A205CoNtS0B_S37_L001_MINLEN-MAXLEN.q25_fixlized.fa	A205CoNtS0B	D1	4.6157	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_213	A206CoNtS0B_S38_L001_MINLEN-MAXLEN.q25_fixlized.fa	A206CoNtS0B	D2	4.7975	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_214	A207CoNtS0T_S49_L001_MINLEN-MAXLEN.q25_fixlized.fa	A207CoNtS0T	E1	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_215	A208CoNtS0T_S50_L001_MINLEN-MAXLEN.q25_fixlized.fa	A208CoNtS0T	E2	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_216	A209CoNtS0B_S61_L001_MINLEN-MAXLEN.q25_fixlized.fa	A209CoNtS0B	F1	4.4541	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_217	A210CoNtS0B_S62_L001_MINLEN-MAXLEN.q25_fixlized.fa	A210CoNtS0B	F2	4.5955	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_218	A211CoNtS0T_S73_L001_MINLEN-MAXLEN.q25_fixlized.fa	A211CoNtS0T	G1	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_219	A212CoNtS0T_S74_L001_MINLEN-MAXLEN.q25_fixlized.fa	A212CoNtS0T	G2	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_22	A015CoCpR1_S349_L001_MINLEN-MAXLEN.q25_fixlized.fa	A015CoCpR1	F1	10	R1	water	Cp	sink	x	x	sc_samples	10	no
S_220	A213CoNtS0B_S85_L001_MINLEN-MAXLEN.q25_fixlized.fa	A213CoNtS0B	H1	4.1915	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_221	A214CoNtS0B_S86_L001_MINLEN-MAXLEN.q25_fixlized.fa	A214CoNtS0B	H2	3.4441	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_222	A215CoNtS0T_S3_L001_MINLEN-MAXLEN.q25_fixlized.fa	A215CoNtS0T	A3	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_223	A216CoNtS0T_S4_L001_MINLEN-MAXLEN.q25_fixlized.fa	A216CoNtS0T	A4	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_224	A217CoNtS0B_S15_L001_MINLEN-MAXLEN.q25_fixlized.fa	A217CoNtS0B	B3	3.3633	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_225	A218CoNtS0B_S16_L001_MINLEN-MAXLEN.q25_fixlized.fa	A218CoNtS0B	B4	3.2421	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_226	A219CoNtS0T_S27_L001_MINLEN-MAXLEN.q25_fixlized.fa	A219CoNtS0T	C3	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_227	A220CoNtS0T_S28_L001_MINLEN-MAXLEN.q25_fixlized.fa	A220CoNtS0T	C4	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_228	A221CoNtS0B_S39_L001_MINLEN-MAXLEN.q25_fixlized.fa	A221CoNtS0B	D3	5.3631	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_229	A222CoNtS0B_S40_L001_MINLEN-MAXLEN.q25_fixlized.fa	A222CoNtS0B	D4	4.3733	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_23	A016CoCpR1_S350_L001_MINLEN-MAXLEN.q25_fixlized.fa	A016CoCpR1	F2	10	R1	water	Cp	sink	x	x	sc_samples	10	no
S_230	A223CoNtS0T_S51_L001_MINLEN-MAXLEN.q25_fixlized.fa	A223CoNtS0T	E3	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_231	A224CoNtS0T_S52_L001_MINLEN-MAXLEN.q25_fixlized.fa	A224CoNtS0T	E4	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_232	A225CoNtS0B_S63_L001_MINLEN-MAXLEN.q25_fixlized.fa	A225CoNtS0B	F3	3.3431	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_233	A226CoNtS0B_S64_L001_MINLEN-MAXLEN.q25_fixlized.fa	A226CoNtS0B	F4	3.5855	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_234	A227CoNtS0T_S75_L001_MINLEN-MAXLEN.q25_fixlized.fa	A227CoNtS0T	G3	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_235	A228CoNtS0T_S76_L001_MINLEN-MAXLEN.q25_fixlized.fa	A228CoNtS0T	G4	0.1111	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_236	A229CoNtS0B_S87_L001_MINLEN-MAXLEN.q25_fixlized.fa	A229CoNtS0B	H3	5.0601	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_237	A230CoNtS0B_S88_L001_MINLEN-MAXLEN.q25_fixlized.fa	A230CoNtS0B	H4	4.4339	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_238	A231CoNtS0T_S5_L001_MINLEN-MAXLEN.q25_fixlized.fa	A231CoNtS0T	A5	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_239	A232CoNtS0T_S6_L001_MINLEN-MAXLEN.q25_fixlized.fa	A232CoNtS0T	A6	10	x	soil	Nt	sink	T	S0	sc_samples	0	yes
S_24	A017CoCpR1_S351_L001_MINLEN-MAXLEN.q25_fixlized.fa	A017CoCpR1	F3	10	R1	water	Cp	sink	x	x	sc_samples	10	no
S_240	A233CoNtS0B_S17_L001_MINLEN-MAXLEN.q25_fixlized.fa	A233CoNtS0B	B5	4.2319	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_241	A234CoNtS0B_S18_L001_MINLEN-MAXLEN.q25_fixlized.fa	A234CoNtS0B	B6	4.3329	x	soil	Nt	sink	B	S0	sc_samples	0	yes
S_242	A235CoCpS0T_S29_L001_MINLEN-MAXLEN.q25_fixlized.fa	A235CoCpS0T	C5	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_243	A236CoCpS0T_S30_L001_MINLEN-MAXLEN.q25_fixlized.fa	A236CoCpS0T	C6	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_244	A237CoCpS0B_S41_L001_MINLEN-MAXLEN.q25_fixlized.fa	A237CoCpS0B	D5	3.5451	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_245	A238CoCpS0B_S42_L001_MINLEN-MAXLEN.q25_fixlized.fa	A238CoCpS0B	D6	3.0199	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_246	A239CoCpS0T_S53_L001_MINLEN-MAXLEN.q25_fixlized.fa	A239CoCpS0T	E5	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_247	A240CoCpS0T_S54_L001_MINLEN-MAXLEN.q25_fixlized.fa	A240CoCpS0T	E6	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_248	A241CoCpS0B_S65_L001_MINLEN-MAXLEN.q25_fixlized.fa	A241CoCpS0B	F5	6.4337	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_249	A242CoCpS0B_S66_L001_MINLEN-MAXLEN.q25_fixlized.fa	A242CoCpS0B	F6	3.5047	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_25	A018MaNtR1_S361_L001_MINLEN-MAXLEN.q25_fixlized.fa	A018MaNtR1	G1	10	R1	water	Nt	sink	x	x	sc_samples	10	no
S_250	A243CoCpS0T_S77_L001_MINLEN-MAXLEN.q25_fixlized.fa	A243CoCpS0T	G5	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_251	A244CoCpS0T_S78_L001_MINLEN-MAXLEN.q25_fixlized.fa	A244CoCpS0T	G6	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_252	A245CoCpS0B_S89_L001_MINLEN-MAXLEN.q25_fixlized.fa	A245CoCpS0B	H5	7.3225	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_253	A246CoCpS0B_S90_L001_MINLEN-MAXLEN.q25_fixlized.fa	A246CoCpS0B	H6	5.9489	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_254	A247CoCpS0T_S7_L001_MINLEN-MAXLEN.q25_fixlized.fa	A247CoCpS0T	A7	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_255	A248CoCpS0T_S8_L001_MINLEN-MAXLEN.q25_fixlized.fa	A248CoCpS0T	A8	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_256	A249CoCpS0B_S19_L001_MINLEN-MAXLEN.q25_fixlized.fa	A249CoCpS0B	B7	5.2823	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_257	A250CoCpS0B_S20_L001_MINLEN-MAXLEN.q25_fixlized.fa	A250CoCpS0B	B8	3.2017	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_258	A251CoCpS0T_S31_L001_MINLEN-MAXLEN.q25_fixlized.fa	A251CoCpS0T	C7	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_259	A252CoCpS0T_S32_L001_MINLEN-MAXLEN.q25_fixlized.fa	A252CoCpS0T	C8	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_26	A019MaNtR1_S362_L001_MINLEN-MAXLEN.q25_fixlized.fa	A019MaNtR1	G2	10	R1	water	Nt	sink	x	x	sc_samples	10	no
S_260	A253CoCpS0B_S43_L001_MINLEN-MAXLEN.q25_fixlized.fa	A253CoCpS0B	D7	8.6355	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_261	A254CoCpS0B_S44_L001_MINLEN-MAXLEN.q25_fixlized.fa	A254CoCpS0B	D8	5.7469	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_262	A255CoCpS0T_S55_L001_MINLEN-MAXLEN.q25_fixlized.fa	A255CoCpS0T	E7	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_263	A256CoCpS0T_S56_L001_MINLEN-MAXLEN.q25_fixlized.fa	A256CoCpS0T	E8	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_264	A257CoCpS0B_S67_L001_MINLEN-MAXLEN.q25_fixlized.fa	A257CoCpS0B	F7	7.3427	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_265	A258CoCpS0B_S68_L001_MINLEN-MAXLEN.q25_fixlized.fa	A258CoCpS0B	F8	6.0499	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_266	A259CoCpS0T_S79_L001_MINLEN-MAXLEN.q25_fixlized.fa	A259CoCpS0T	G7	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_267	A260CoCpS0T_S80_L001_MINLEN-MAXLEN.q25_fixlized.fa	A260CoCpS0T	G8	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_268	A261CoCpS0B_S91_L001_MINLEN-MAXLEN.q25_fixlized.fa	A261CoCpS0B	H7	4.2521	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_269	A262CoCpS0B_S92_L001_MINLEN-MAXLEN.q25_fixlized.fa	A262CoCpS0B	H8	4.5551	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_27	A020MaNtR1_S363_L001_MINLEN-MAXLEN.q25_fixlized.fa	A020MaNtR1	G3	10	R1	water	Nt	sink	x	x	sc_samples	10	no
S_270	A263CoCpS0T_S9_L001_MINLEN-MAXLEN.q25_fixlized.fa	A263CoCpS0T	A9	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_271	A264CoCpS0T_S10_L001_MINLEN-MAXLEN.q25_fixlized.fa	A264CoCpS0T	A10	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_272	A265CoCpS0B_S21_L001_MINLEN-MAXLEN.q25_fixlized.fa	A265CoCpS0B	B9	3.7875	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_273	A266CoCpS0B_S22_L001_MINLEN-MAXLEN.q25_fixlized.fa	A266CoCpS0B	B10	4.0905	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_274	A267CoCpS0T_S33_L001_MINLEN-MAXLEN.q25_fixlized.fa	A267CoCpS0T	C9	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_275	A268CoCpS0T_S34_L001_MINLEN-MAXLEN.q25_fixlized.fa	A268CoCpS0T	C10	10	x	soil	Cp	sink	T	S0	sc_samples	0	yes
S_276	A269CoCpS0B_S45_L001_MINLEN-MAXLEN.q25_fixlized.fa	A269CoCpS0B	D9	5.4237	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_277	A270CoCpS0B_S46_L001_MINLEN-MAXLEN.q25_fixlized.fa	A270CoCpS0B	D10	4.4137	x	soil	Cp	sink	B	S0	sc_samples	0	yes
S_278	A271MaNtS0T_S57_L001_MINLEN-MAXLEN.q25_fixlized.fa	A271MaNtS0T	E9	10	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_279	A272MaNtS0T_S58_L001_MINLEN-MAXLEN.q25_fixlized.fa	A272MaNtS0T	E10	10	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_28	A021MaNtR1_S373_L001_MINLEN-MAXLEN.q25_fixlized.fa	A021MaNtR1	H1	10	R1	water	Nt	sink	x	x	sc_samples	10	no
S_280	A273MaNtS0B_S69_L001_MINLEN-MAXLEN.q25_fixlized.fa	A273MaNtS0B	F9	3.6057	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_281	A274MaNtS0B_S70_L001_MINLEN-MAXLEN.q25_fixlized.fa	A274MaNtS0B	F10	3.8885	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_282	A275MaNtS0T_S81_L001_MINLEN-MAXLEN.q25_fixlized.fa	A275MaNtS0T	G9	9.5243	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_283	A276MaNtS0T_S82_L001_MINLEN-MAXLEN.q25_fixlized.fa	A276MaNtS0T	G10	10	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_284	A277MaNtS0B_S93_L001_MINLEN-MAXLEN.q25_fixlized.fa	A277MaNtS0B	H9	3.2825	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_285	A278MaNtS0B_S94_L001_MINLEN-MAXLEN.q25_fixlized.fa	A278MaNtS0B	H10	2.9795	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_286	A279MaNtS0T_S11_L001_MINLEN-MAXLEN.q25_fixlized.fa	A279MaNtS0T	A11	9.7465	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_287	A280MaNtS0T_S12_L001_MINLEN-MAXLEN.q25_fixlized.fa	A280MaNtS0T	A12	5.01061	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_288	A281MaNtS0B_S23_L001_MINLEN-MAXLEN.q25_fixlized.fa	A281MaNtS0B	B11	2.8987	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_289	A282MaNtS0B_S24_L001_MINLEN-MAXLEN.q25_fixlized.fa	A282MaNtS0B	B12	10	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_29	A022MaNtR1_S374_L001_MINLEN-MAXLEN.q25_fixlized.fa	A022MaNtR1	H2	10	R1	water	Nt	sink	x	x	sc_samples	10	no
S_290	A283MaNtS0T_S35_L001_MINLEN-MAXLEN.q25_fixlized.fa	A283MaNtS0T	C11	5.4439	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_291	A284MaNtS0T_S36_L001_MINLEN-MAXLEN.q25_fixlized.fa	A284MaNtS0T	C12	7.25281	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_292	A285MaNtS0B_S47_L001_MINLEN-MAXLEN.q25_fixlized.fa	A285MaNtS0B	D11	2.3129	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_293	A286MaNtS0B_S48_L001_MINLEN-MAXLEN.q25_fixlized.fa	A286MaNtS0B	D12	5.57116	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_294	A287MaNtS0T_S59_L001_MINLEN-MAXLEN.q25_fixlized.fa	A287MaNtS0T	E11	8.2921	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_295	A288MaNtS0T_S60_L001_MINLEN-MAXLEN.q25_fixlized.fa	A288MaNtS0T	E12	6.04081	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_296	A289MaNtS0B_S71_L001_MINLEN-MAXLEN.q25_fixlized.fa	A289MaNtS0B	F11	2.0503	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_297	A290MaNtS0B_S72_L001_MINLEN-MAXLEN.q25_fixlized.fa	A290MaNtS0B	F12	7.23766	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_298	A291MaNtS0T_S83_L001_MINLEN-MAXLEN.q25_fixlized.fa	A291MaNtS0T	G11	8.8173	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_299	A292MaNtS0T_S84_L001_MINLEN-MAXLEN.q25_fixlized.fa	A292MaNtS0T	G12	6.28321	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_3	4_S523_L001_MINLEN-MAXLEN.q25_fixlized.fa	4_xshwaMaT0_4	D7	9.43	x	manure	x	source	x	x	hiseq	x	yes
S_30	A023MaNtR1_S375_L001_MINLEN-MAXLEN.q25_fixlized.fa	A023MaNtR1	H3	10	R1	water	Nt	sink	x	x	sc_samples	10	no
S_300	A293MaNtS0B_S263_L001_MINLEN-MAXLEN.q25_fixlized.fa	A293MaNtS0B	F11	2.9593	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_301	A294MaNtS0B_S264_L001_MINLEN-MAXLEN.q25_fixlized.fa	A294MaNtS0B	F12	10	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_302	A295MaNtS0T_S97_L001_MINLEN-MAXLEN.q25_fixlized.fa	A295MaNtS0T	A1	10	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_303	A296MaNtS0T_S98_L001_MINLEN-MAXLEN.q25_fixlized.fa	A296MaNtS0T	A2	10	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_304	A297MaNtS0B_S109_L001_MINLEN-MAXLEN.q25_fixlized.fa	A297MaNtS0B	B1	3.6764	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_305	A298MaNtS0B_S110_L001_MINLEN-MAXLEN.q25_fixlized.fa	A298MaNtS0B	B2	2.9896	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_306	A299MaNtS0T_S121_L001_MINLEN-MAXLEN.q25_fixlized.fa	A299MaNtS0T	C1	10	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_307	A300MaNtS0T_S122_L001_MINLEN-MAXLEN.q25_fixlized.fa	A300MaNtS0T	C2	10	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_308	A301MaNtS0B_S133_L001_MINLEN-MAXLEN.q25_fixlized.fa	A301MaNtS0B	D1	5.1914	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_309	A302MaNtS0B_S134_L001_MINLEN-MAXLEN.q25_fixlized.fa	A302MaNtS0B	D2	2.6058	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_31	A024MaNtR1_S292_L001_MINLEN-MAXLEN.q25_fixlized.fa	A024MaNtR1	A4	10	R1	water	Nt	sink	x	x	sc_samples	10	no
S_310	A303MaNtS0T_S145_L001_MINLEN-MAXLEN.q25_fixlized.fa	A303MaNtS0T	E1	10	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_311	A304MaNtS0T_S146_L001_MINLEN-MAXLEN.q25_fixlized.fa	A304MaNtS0T	E2	8.0396	x	soil	Nt	sink	T	S0	sc_samples	0	no
S_312	A305MaNtS0B_S157_L001_MINLEN-MAXLEN.q25_fixlized.fa	A305MaNtS0B	F1	4.4238	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_313	A306MaNtS0B_S158_L001_MINLEN-MAXLEN.q25_fixlized.fa	A306MaNtS0B	F2	4.4844	x	soil	Nt	sink	B	S0	sc_samples	0	no
S_314	A307MaCpS0T_S169_L001_MINLEN-MAXLEN.q25_fixlized.fa	A307MaCpS0T	G1	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_315	A308MaCpS0T_S170_L001_MINLEN-MAXLEN.q25_fixlized.fa	A308MaCpS0T	G2	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_316	A309MaCpS0B_S181_L001_MINLEN-MAXLEN.q25_fixlized.fa	A309MaCpS0B	H1	3.4946	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_317	A310MaCpS0B_S182_L001_MINLEN-MAXLEN.q25_fixlized.fa	A310MaCpS0B	H2	4.5652	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_318	A311MaCpS0T_S99_L001_MINLEN-MAXLEN.q25_fixlized.fa	A311MaCpS0T	A3	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
